feature	importance
KLAMPO256	0.0
KLAMPO255	0.0
KLAMPO254	0.0
KLAMPO253	0.0
KLAMPO252	0.0
KLAMPO251	0.0
KLAMPO250	0.0
KLAMPO249	0.0
KLAMPO248	0.0
KLAMPO247	0.0
KLAMPO246	0.0
KLAMPO245	0.0
KLAMPO244	0.0
KLAMPO243	0.0
KLAMPO242	0.0
KLAMPO241	0.0
KLAMPO240	0.0
KLAMPO239	0.0
KLAMPO238	0.0
KLAMPO237	0.0
KLAMPO236	0.0
KLAMPO235	0.0
KLAMPO234	0.0
KLAMPO233	0.0
KLAMPO232	0.0
KLAMPO231	0.0
KLAMPO230	0.0
KLAMPO229	0.0
KLAMPO228	0.0
KLAMPO257	0.0
KLAMPO259	0.0
KLAMPO290	0.0
KLAMPO260	0.0
KLAMPO289	0.0
KLAMPO288	0.0
KLAMPO287	0.0
KLAMPO286	0.0
KLAMPO285	0.0
KLAMPO284	0.0
KLAMPO283	0.0
KLAMPO282	0.0
KLAMPO281	0.0
KLAMPO280	0.0
KLAMPO279	0.0
KLAMPO278	0.0
KLAMPO277	0.0
KLAMPO276	0.0
KLAMPO275	0.0
KLAMPO274	0.0
KLAMPO273	0.0
KLAMPO272	0.0
KLAMPO271	0.0
KLAMPO270	0.0
KLAMPO269	0.0
KLAMPO268	0.0
KLAMPO267	0.0
KLAMPO266	0.0
KLAMPO265	0.0
KLAMPO264	0.0
KLAMPO263	0.0
KLAMPO262	0.0
KLAMPO261	0.0
KPRHFT	0.0
BHV60BY	0.0
KSAFEI	0.0
KBHV1	0.0
KTHV1	0.0
KTLV459	0.0
KBHV201	0.0
KAHV201	0.0
KBHV102	0.0
KAHV102	0.0
KMAUTO	0.0
KOHV105	0.0
KOHV1	0.0
KCHV22	0.0
KCLV615	0.0
KOHV22	0.0
KOLV615	0.0
KCHV201	0.0
KCHV102	0.0
KOHV201	0.0
KOHV102	0.0
KCLV616	0.0
KVLV614	0.0
KBTV143	0.0
KCLV459	0.0
KCHV30	0.0
KCHV1	0.0
KOLV616	0.0
KDTV143	0.0
KOLV459	0.0
KV243	0.0
KAHV1	0.0
KALV459	0.0
KMUMS	0.0
KBLV459	0.0
BPSV5	0.0
BLV616	0.0
BLV615	0.0
BLV459	0.0
BHV8	0.0
BFV605	0.0
BHV603	0.0
BHV50	0.0
BHV41	0.0
BHV40	0.0
BHV30	0.0
BHV22	0.0
BHV201	0.0
BHV18	0.0
BTV143	0.0
BFV122	0.0
BHV105	0.0
BHV102	0.0
BHV3	0.0
BHV2	0.0
BHV1	0.0
CBV243	0.0
CBRWIN	0.0
KBLV616	0.0
KALV616	0.0
KBLV615	0.0
KALV615	0.0
KPSEL	0.0
KMUST	0.0
CINMAX	0.0
CWCCWN	0.0
CRECIR	0.0
CRHXBP	0.0
CRHRWST	0.0
CPRCPSD	0.0
CWRCPSI	0.0
CBORAC	0.0
CONDEM	0.0
CONBOR	0.0
CZRWST	0.0
CUSUMP	0.0
CURWST	0.0
CHTARH	0.0
CHTASW	0.0
CHTAEX	0.0
CHTANR	0.0
CHTARG	0.0
CBATCH	0.0
CLDEX	0.0
CPLDEX	0.0
CWCHAR	0.0
CZVCT7	0.0
CZVCT6	0.0
CZVCT5	0.0
CZVCT4	0.0
CZVCT3	0.0
CZVCT2	0.0
CZVCT1	0.0
CUATMO	0.0
CWCCWE	0.0
KHV43	0.0
CWCCWS	0.0
KFV613	0.0
KFV612	0.0
KFV611	0.0
KFV610	0.0
KCFCVM	0.0
KLDBPM	0.0
KCHRGP3	0.0
KCHRGP2	0.0
KCHRGP1	0.0
KRHRP	0.0
CWRHRC	0.0
CHV142	0.0
CPCOOL	0.0
CUCOOL	0.0
CRHRSMP	0.0
CWCHARG	0.0
CCTRH	0.0
CHTCRH	0.0
CCTSW	0.0
CHTCSW	0.0
CCTEX	0.0
CHTCEX	0.0
CCTNR	0.0
CHTCNR	0.0
CCTRG	0.0
CHTCRG	0.0
CWCCWH	0.0
CBSISH	0.0
CBSISC	0.0
CBRHR	0.0
UCVHCA	0.0
UCVFSW	0.0
TCVLF	0.0
QCVFCI	0.0
PCVTI	0.0
ECVWI	0.0
CCVRL	0.0
CCVRG	0.0
CCVRAF	0.0
CCUQRC	0.0
CINSTP	0.0
CUCCW2	0.0
CUCCW1	0.0
CSCTD	0.0
CSPFSL	0.0
CZSUMP	0.0
CSSUMP	0.0
CSRWST	0.0
CPCMTH	0.0
CBKAERI	0.0
WHV18	0.0
WRHREC	0.0
WHV14	0.0
BHV14	0.0
WNETUT	0.0
WLETD	0.0
WRHRSMP	0.0
WRHRCVC	0.0
UCVGI	0.0
UCVRVI	0.0
EBOAC	0.0
VCVRT	0.0
KCISOA	0.0
KCSAS	0.0
KFAST	0.0
KSLOW	0.0
KAIROK	0.0
KH2RCB	0.0
KINSTA	0.0
KCTMTSP	0.0
KCCWSP	0.0
YCVRLC	0.0
PAKGCM	0.0
YCVAR	0.0
VCVAI	0.0
PCVSI	0.0
PCVAI	0.0
CCVQRV	0.0
CCVFCF	0.0
ZCVRM	0.0
YCVRI	0.0
YCVMCP	0.0
YCVHI	0.0
YCVHCA	0.0
UCVARI	0.0
XCVLF	0.0
WCVRLI	0.0
WCVRGI	0.0
WCVH2I	0.0
URHRIN	0.0
BHV142	0.0
WRHRCS	0.0
WRHRCL3	0.0
WRCPSI3	0.0
WRCPSI2	0.0
WRCPSI1	0.0
WNETLD	0.0
WLETDNO	0.0
WLETDEX	0.0
WHV22	0.0
WHV105	0.0
WEXLD	0.0
WDEWT	0.0
WCHGNO	0.0
WCMINI	0.0
WBOAC	0.0
VRWST	0.0
UEHXUT	0.0
URHRUT	0.0
USISH	0.0
USISC	0.0
UCCWRH	0.0
UCCWEX	0.0
URHXUT	0.0
PRCPSD3	0.0
PRCPSD2	0.0
PRCPSD1	0.0
PLDBINT	0.0
PLETDB	0.0
EDEWT	0.0
WRCPSR1	0.0
WRCPSR2	0.0
WRCPSR3	0.0
URHRRE	0.0
WRHRCL2	0.0
WRHRCL1	0.0
WRHRBP	0.0
WAUXSP	0.0
WPSV5	0.0
WSGLEAK	0.0
CBFV612	0.0
CBFV611	0.0
WV243	0.0
WFV612	0.0
WFV611	0.0
WLV615	0.0
WRHRRE	0.0
WRHRHX	0.0
ZRWST	0.0
WRHRSUMP	0.0
WRHRWST	0.0
WRHRTL	0.0
WRHRCVCS	0.0
WRHRB	0.0
WRHRA	0.0
WSWHX	0.0
WSISH2	0.0
WSISH1	0.0
WSISC3	0.0
WSISC1	0.0
CINMIN	0.0
CLDMIN	0.0
KMSISO	0.0
KZROD43	0.0
KZROD41	0.0
KZROD40	0.0
KZROD39	0.0
KZROD38	0.0
KZROD37	0.0
KZROD36	0.0
KZROD35	0.0
KZROD34	0.0
KZROD33	0.0
KZROD32	0.0
KZROD31	0.0
KZROD30	0.0
KZROD29	0.0
KZROD28	0.0
KZROD27	0.0
KZROD26	0.0
KZROD25	0.0
KZROD24	0.0
KZROD23	0.0
KZROD22	0.0
KZROD21	0.0
KZROD20	0.0
KZROD19	0.0
KZROD18	0.0
KZROD17	0.0
KZROD16	0.0
KZROD15	0.0
KZROD42	0.0
KZROD44	0.0
KZROD13	0.0
KZROD45	0.0
CIOD	0.0
UFUEL15	0.0
UFUEL14	0.0
UFUEL9	0.0
UFUEL6	0.0
UFUEL5.1	0.0
UFUEL4	0.0
KRDSELM	0.0
KZBANK8	0.0
KZBANK7	0.0
KZBANK6	0.0
KZBANK5	0.0
KZBANK4	0.0
KZBANK3	0.0
KZBANK2	0.0
KZBANK1	0.0
KRODSEL	0.0
KBNKSEL	0.0
KCRMOD	0.0
KSRNC	0.0
KZROD52	0.0
KZROD51	0.0
KZROD50	0.0
KZROD49	0.0
KZROD48	0.0
KZROD47	0.0
KZROD46	0.0
KZROD14	0.0
KZROD12	0.0
CLDMAX	0.0
QTHERMN	0.0
QINIT	0.0
FISRMX	0.0
FLAMB	0.0
DECYT	0.0
DECYA	0.0
CRODBNK	0.0
CNEUICU	0.0
CNEUICR	0.0
CNEUICB	0.0
CURDC	0.0
CUAVGS	0.0
CSPRDC	0.0
CMANRDC	0.0
CGRDC	0.0
CDEC	0.0
CCRODN	0.0
BURNUP	0.0
BETA	0.0
NORPB	0.0
KXEDYN	0.0
NZON	0.0
NZOVLAP	0.0
NCRSTEP	0.0
NCRODB	0.0
NBANK	0.0
KZRODN	0.0
KSENS	0.0
QSRMAX	0.0
SFI100	0.0
KZROD11	0.0
SOURCET	0.0
KZROD10	0.0
KZROD9	0.0
KZROD8	0.0
KZROD7	0.0
KZROD6	0.0
KZROD5	0.0
KZROD4	0.0
KZROD3	0.0
KZROD2	0.0
KZROD1	0.0
SUMBET	0.0
QPROMPN	0.0
DEC100	0.0
CXEN	0.0
CCROD	0.0
CORR	0.0
CNEU	0.0
VOIDN	0.0
UFUELN	0.0
UCOOLN	0.0
CBORONN	0.0
ZREFL	0.0
ZCORE	0.0
XPIRMN	0.0
TCSRDV	0.0
TCRDC	0.0
TCDPM	0.0
DNEUTR	0.0
DECH1	0.0
QPROLD	0.0
WPORV	0.0
UPRT	0.0
PPRZ	0.0
PPRT	0.0
PPRZN	0.0
WSPRAY	0.0
QPRZH	0.0
QPRZB	0.0
PPRZCI	0.0
BPSV10	0.0
BPRZSP	0.0
BPORV	0.0
BHV6	0.0
KPRTDB	0.0
KPBHM	0.0
KBACKUP	0.0
KPRZSPM	0.0
KBHON	0.0
KPHON	0.0
KPORVM	0.0
VPRTGI	0.0
PPRTNI	0.0
YPRTC	0.0
YPRTA	0.0
XPRTBL	0.0
VPRTT	0.0
UPRTLI	0.0
UPRTC	0.0
PPRZLP	0.0
HPRT	0.0
FPULSRM	0.0
WPRT	0.0
CZPRZS	0.0
CCFCV	0.0
CLDBP	0.0
CWNETUT	0.0
CPLDBH	0.0
CPLETDB	0.0
CAUXSP	0.0
CPSV5	0.0
CLETNO	0.0
CZPRZN	0.0
CPPRZN	0.0
CZPRZ1	0.0
CON_25	0.0
CON_05	0.0
BPORVC	0.0
BPORVB	0.0
BPORVA	0.0
WPRTBL	0.0
VPRTG	0.0
EPRTBL	0.0
HPRZSV	0.0
WPRZSV	0.0
HPORV	0.0
ZPRTL	0.0
EPRTL	0.0
QPRT	0.0
UPRTL	0.0
QPRTDB	0.0
PPRTI	0.0
PPRTDB	0.0
EPRTLI	0.0
KCHV108	0.0
KRCP3	0.0
KRCP2	0.0
KRCP1	0.0
KOILP3	0.0
KOILP2	0.0
KOILP1	0.0
CPSPAN	0.0
UAVLMN	0.0
CWSEAL	0.0
CFWRT	0.0
CFWRK	0.0
CPWRGA	0.0
CWFWCE	0.0
CZSGLS	0.0
CW102	0.0
CW101	0.0
CPSAFE	0.0
CPORV	0.0
CSURDPM	0.0
UAVLEGS	0.0
TRDSEL	0.0
ZBANK	0.0
CXENOR	0.0
CIODMPC	0.0
XPSRM	0.0
FSRMDPM	0.0
KOILTM	0.0
KOHV108	0.0
KCHV108.1	0.0
ZSGIN1	0.0
CPZLOW	0.0
CQHR	0.0
CQHB	0.0
CTPRZC	0.0
CPPRZ	0.0
CTPRZS	0.0
CTPRZH	0.0
WACCB	0.0
WACCA	0.0
ZSGIW	0.0
ZSGIN3	0.0
ZSGIN2	0.0
CBACCT	0.0
BV101	0.0
WSPRCS2	0.0
WSPRCS1	0.0
PACCTK	0.0
PSG1	0.0
WHV311B	0.0
WHV311A	0.0
BHV39	0.0
BV302	0.0
BV202	0.0
BV102	0.0
BV301	0.0
BV201	0.0
KCISOB	0.0
KCVSH	0.0
PINSTA	0.0
BHV314	0.0
BHV311	0.0
DELTAT	0.0
TMPOMS	0.0
WHPDRNB	0.0
WHPDRNA	0.0
WHPSRQB	0.0
WHPHCD	0.0
WHPHTCB	0.0
WHPHTCA	0.0
WHPHDT	0.0
WHPDTA	0.0
WHPTEXB	0.0
WHPTEXA	0.0
UHPHDT	0.0
UFDW	0.0
ZHPHB	0.0
ZHPHA	0.0
EHPHB	0.0
EHPHA	0.0
WLPHCD	0.0
WLPDRNB	0.0
WLPDRNA	0.0
UHPHCD	0.0
HHPDRNB	0.0
HHPDRNA	0.0
UHPDRNB	0.0
UHPHOB	0.0
BHV313	0.0
BHV315	0.0
UHPHA	0.0
FAFWP1	0.0
WCDPO	0.0
WRECIR	0.0
PHTRDP	0.0
BHV72	0.0
BHV71	0.0
BHV60	0.0
BHV51	0.0
FFWP3	0.0
FFWP2	0.0
BFV20	0.0
BFV11	0.0
BFV2	0.0
PAFWPT	0.0
WAFWT	0.0
WAFW23	0.0
WAFW12	0.0
WAFW3	0.0
WAFW2	0.0
WAFW1	0.0
WAFWP3	0.0
WAFWP2	0.0
WAFWP1	0.0
PSWP	0.0
PCDTB	0.0
PAWTB	0.0
FAFWP3	0.0
FAFWP2	0.0
UHPHB	0.0
HLPDRNB	0.0
UCCWIN	0.0
RKEFHP	0.0
RKCHP	0.0
RKCLP	0.0
RKHDP	0.0
RKFWBYP	0.0
WKFMS	0.0
WKCMS	0.0
FKRHDTK	0.0
WKHDTCD	0.0
WKHDTP	0.0
ZKHDTK	0.0
FKHTRDP	0.0
FKAFWP	0.0
WKMXFWP	0.0
WKBFV	0.0
BKV19	0.0
ZKHDTKH	0.0
BKV103	0.0
ZKHPH	0.0
FKAFWPI	0.0
BKWFW	0.0
BKFBYP	0.0
BKFCNT	0.0
BKV71	0.0
BKV51	0.0
WKHPTC	0.0
ZKLVH	0.0
WKMXHP	0.0
RKEFLP	0.0
KAFWP1	0.0
HLPDRNA	0.0
KAFWP2	0.0
ULPDRNB	0.0
WLPTEXB	0.0
WLPTEXA	0.0
ZLPHB	0.0
ZLPHA	0.0
ELPHB	0.0
ELPHA	0.0
ULPHOB	0.0
ULPHB	0.0
ULPHA	0.0
BLV203	0.0
BLV103	0.0
WHPHBYB	0.0
WHPHINB	0.0
WHPHINA	0.0
WFWPOUT	0.0
UHDTK	0.0
UCOND	0.0
WFWPBY	0.0
WLPHBYB	0.0
WLPHINB	0.0
WLPHINA	0.0
KFWTRIP	0.0
KHTRDP	0.0
KFWBYP	0.0
KFWCNT	0.0
KAFWP3	0.0
WCPLN2	0.0
WCPLN3	0.0
WFPLN2	0.0
KCONTS3	0.0
KCONTS1	0.0
KRILM	0.0
KRIL	0.0
KLARMR	0.0
KLARML	0.0
KRXTRIP	0.0
CZRWSLL	0.0
CRXTRIP	0.0
CSAFEI	0.0
CMSISO	0.0
CFWISU	0.0
CFWISL	0.0
CCONTS	0.0
CPERMS	0.0
CZCNDL	0.0
CZCNDH	0.0
CPVACH	0.0
CWCDPO	0.0
CUFWH	0.0
CPFWOH	0.0
CZCTKL	0.0
CZCTKH	0.0
CPSTML	0.0
CMSLH	0.0
CZSGW	0.0
CWSGRL	0.0
CUAUCT	0.0
KCONTS2	0.0
KCONTS4	0.0
WFPLN3	0.0
KCONTS5	0.0
KFWISO	0.0
KMANRX	0.0
KMANMS	0.0
KMANFW	0.0
KMANCIB	0.0
KMANCIA	0.0
KMANSI	0.0
KPRTBS	0.0
KIRTBS	0.0
KSRTBS	0.0
KSIBPS	0.0
KPERMS14	0.0
KPERMS13	0.0
KPERMS12	0.0
KPERMS11	0.0
KPERMS10	0.0
KPERMS9	0.0
KPERMS8	0.0
KPERMS7	0.0
KPERMS6	0.0
KPERMS4	0.0
KCONTS16	0.0
KCONTS11	0.0
KCONTS9	0.0
KCONTS8	0.0
KCONTS7B	0.0
KCONTS7A	0.0
CUTAVG	0.0
CUTDEV	0.0
CQPRZB	0.0
CQPRZP	0.0
PAFWP	0.0
WFPMIN	0.0
WCDP	0.0
WCPMIN	0.0
RKFMV	0.0
RKCMV	0.0
EHP	0.0
ELP	0.0
CNTFW	0.0
WAWIER	0.0
UFWLN3	0.0
UFWLN2	0.0
WAFWS3	0.0
WAFWS2	0.0
WAFWS1	0.0
UAFW	0.0
WHDTCD	0.0
UHDTP	0.0
EHDTK	0.0
BLV19	0.0
DFFFW	0.0
DFFSGL	0.0
BHV72BY	0.0
BHV71BY	0.0
KJMVXE	0.0
BHV51BY	0.0
WAFWTB	0.0
WGLST	0.0
CQOVER	0.0
CUOVER	0.0
CWCHGL	0.0
CZPRZL	0.0
CZPRZH	0.0
CPPRZL	0.0
CPPRZH	0.0
CPACCL	0.0
CPACCH	0.0
CPPRT	0.0
CUPRT	0.0
CHCTMT	0.0
CUCTMT	0.0
CRADHI	0.0
CZSMPH	0.0
CWCHGH	0.0
CIRFH	0.0
CWRCPS	0.0
CPVCTL	0.0
CPVCTH	0.0
CURHX	0.0
CULDHX	0.0
CWLHXL	0.0
CWLHXH	0.0
CUCCWH	0.0
CAXOFDL	0.0
CRIL	0.0
CDT100	0.0
CPRFH	0.0
WKHPDT	0.0
AKBOTHP	0.0
WKMXLP	0.0
KSYNCF	0.0
KONLINE	0.0
KTBTRIP	0.0
KLDM	0.0
KSPDM	0.0
KTGR	0.0
KOIL	0.0
CKLPWR	0.0
CKHPWR	0.0
EKFFLT	0.0
EKFFHT	0.0
CKLTFLR	0.0
CKHTFLR	0.0
LKRSET	0.0
LKSET	0.0
AKSET	0.0
FKSET	0.0
BKIDEV	0.0
BKLM	0.0
BKFM	0.0
BKLDEV	0.0
LKRDEV	0.0
LKDEV	0.0
QKFUL	0.0
BKFDEV	0.0
AKDEV	0.0
FKDEV	0.0
CKACC	0.0
KELECF	0.0
KTBREST	0.0
KN1EAA	0.0
KTSC	0.0
KN1EAO	0.0
FTUG	0.0
BIDEV	0.0
BLDEV	0.0
BFDEV	0.0
QLDEV	0.0
QLRINTG	0.0
QLRERR	0.0
FDEV	0.0
FAINTG	0.0
FAERR	0.0
FERR	0.0
FACCTB	0.0
BLSV	0.0
BHSV	0.0
QLRSET	0.0
QLDSET	0.0
FTURB	0.0
FTUBS	0.0
FACCS	0.0
FRQGEN	0.0
BLTV	0.0
BHV033	0.0
KD15BF	0.0
KD15AF	0.0
KRUNBK	0.0
KTLC	0.0
CKFRIC	0.0
CKLLOSS	0.0
CKFLOSS	0.0
BSGBD	0.0
KSTMDMP	0.0
VKRHTR	0.0
CKTUB	0.0
RKFLR	0.0
WKHPRH	0.0
EKTUB	0.0
CKXFER	0.0
AKXFER	0.0
VKVOLS	0.0
HCSSUMP	0.0
HCSRWST	0.0
YCVRAD	0.0
YCVH2	0.0
YCVHG	0.0
UCVRL	0.0
UCVRG	0.0
PCVRT	0.0
ECVSG	0.0
ECVAG	0.0
HUCTMT	0.0
ZSUMP	0.0
UCCWUT	0.0
CBSMIN	0.0
WCSSUMP	0.0
WCSRWST	0.0
WHV101	0.0
BHV101	0.0
KSHPCM	0.0
KOLV314	0.0
KCLV314	0.0
PMSS	0.0
WBHFWP	0.0
BDMPIE	0.0
BDMPER	0.0
WSGLD	0.0
UPTIN	0.0
UTIN	0.0
UERRI	0.0
BSDMPT	0.0
WRHDRN	0.0
WSDMP	0.0
HSDMP	0.0
BTV418	0.0
BSDMP	0.0
BHV501	0.0
BHTBY	0.0
WHTBY	0.0
BHV308	0.0
BHV208	0.0
BHV108	0.0
URHDT	0.0
HRHDT	0.0
BLV514	0.0
BLV314	0.0
BRHSV	0.0
PTIN	0.0
BHV502	0.0
KGENB	0.0
KNETB	0.0
ZKLVL	0.0
WCWAT	0.0
WAIRP	0.0
HVXT	0.0
WVXT	0.0
WAEJ	0.0
UCNDTK	0.0
WTKCD	0.0
PCDPO	0.0
FCDP3	0.0
FCDP2	0.0
BLV48	0.0
BFV13	0.0
WTKAFW	0.0
WSWP	0.0
FSWP	0.0
BHV302	0.0
BHV301	0.0
KCLV177	0.0
KOLV177	0.0
KCLV48	0.0
KOLV48	0.0
KVXT	0.0
KSWP	0.0
KCWP	0.0
KCDP3	0.0
KCDP2	0.0
KCDP1	0.0
KAEJ	0.0
FCWP	0.0
UCWIN	0.0
K1EAO	0.0
PCNDS	0.0
WKLPDRN	0.0
AKBOTLP	0.0
EKTUBH	0.0
EKTUBL	0.0
AKHPH	0.0
AKLPH	0.0
WKAFWT	0.0
WKAFWP	0.0
PKFHDTP	0.0
PKFFWP	0.0
PKFCDP	0.0
RKFWCNT	0.0
RKHPHV	0.0
RKFWPBY	0.0
RKLPHV	0.0
RKSTORV	0.0
RKRECV	0.0
BCMINV	0.0
BV123	0.0
WRAW	0.0
UAFWTK	0.0
ZAFWTK	0.0
EAFWTK	0.0
ECNDTK	0.0
BLV177	0.0
ZCNDTK	0.0
ZCOND	0.0
KAIRP	0.0
KFWP3	0.0
KFWP2	0.0
KFWP1	0.0
FANGLE	0.0
FNET	0.0
VINCOM	0.0
VRUNNG	0.0
VNET	0.0
KTSISC	0.0
KTLOVSC	0.0
KBNE138	0.0
KLOVS	0.0
KTSIS	0.0
KTLOVS	0.0
KPHASE	0.0
KMOREV	0.0
KMOSTP	0.0
KBN1EB	0.0
KBN1EA	0.0
KB1EB	0.0
KB1EA	0.0
KEXCTB	0.0
KAUXNB	0.0
KN1EBA	0.0
KN1EBO	0.0
KDGBS	0.0
K1EBA	0.0
K1EBO	0.0
KDGAS	0.0
K1EAA	0.0
WKAEJ	0.0
WKAIRP	0.0
WKVXT	0.0
BKV302	0.0
KGSL	0.0
AKBOTTC	0.0
AKAFWTK	0.0
AKCNDTK	0.0
WKTKCD	0.0
WKCDTK	0.0
FKSWP	0.0
FKCWP	0.0
ZKCOND	0.0
FKCDP	0.0
WKMINF	0.0
BKV301	0.0
BKZTAH	0.0
WKGS	0.0
ZKTAH	0.0
BKV177	0.0
BKZTAL	0.0
ZKTAL	0.0
BKV48	0.0
AKBOTTM	0.0
WKFCWP	0.0
PKAIRL	0.0
VKCOND	0.0
FKRS	0.0
EKTBW	0.0
CKAFLOW	0.0
KFZRUN	0.0
